GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400974,1610612752,NYK,New York,1628404,Josh Hart,Josh,F,,38.000000:31,108.1,105.3,113.6,113.5,-5.5,-8.2,0.219,3.5,43.8,0.026,0.162,0.093,12.5,0.0,0.0,0.105,0.108,91.6,92.84,77.37,75,0.038
0022400974,1610612752,NYK,New York,1628384,OG Anunoby,OG,F,,38.000000:19,103.1,100.0,101.4,101.3,1.7,-1.3,0.091,1.0,8.7,0.073,0.143,0.108,8.7,0.533,0.607,0.241,0.251,92.48,93.95,78.29,75,0.148
0022400974,1610612752,NYK,New York,1626157,Karl-Anthony Towns,Karl-Anthony,C,,29.000000:50,109.0,108.9,110.6,112.7,-1.6,-3.8,0.25,1.5,11.1,0.161,0.219,0.19,7.4,0.643,0.663,0.369,0.375,90.08,89.28,74.4,56,0.219
0022400974,1610612752,NYK,New York,1628969,Mikal Bridges,Mikal,G,,38.000000:02,112.2,109.2,108.1,108.0,4.1,1.2,0.115,0.75,13.6,0.0,0.136,0.071,18.2,0.607,0.638,0.211,0.218,93.95,95.28,79.4,76,0.107
0022400974,1610612752,NYK,New York,1630540,Miles McBride,Miles,G,,37.000000:43,111.0,109.5,105.5,105.4,5.5,4.1,0.16,2.0,17.4,0.025,0.091,0.06,8.7,0.559,0.559,0.216,0.221,93.48,94.2,78.5,74,0.092
0022400974,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,,,16.000000:22,100.8,91.4,83.5,75.7,17.2,15.8,0.0,0.0,0.0,0.158,0.1,0.128,0.0,0.333,0.333,0.075,0.082,95.77,105.62,88.02,35,0.054
0022400974,1610612752,NYK,New York,1629013,Landry Shamet,Landry,,,20.000000:34,80.7,74.4,101.2,100.0,-20.5,-25.6,0.0,0.0,0.0,0.0,0.13,0.065,0.0,0.25,0.25,0.083,0.09,92.37,96.86,80.71,43,0.031
0022400974,1610612752,NYK,New York,1626166,Cameron Payne,Cameron,,,10.000000:18,69.3,65.0,96.2,95.0,-26.9,-30.0,0.25,0.0,20.0,0.0,0.125,0.056,0.0,0.0,0.0,0.2,0.213,89.83,93.28,77.73,20,-0.094
0022400974,1610612752,NYK,New York,1630173,Precious Achiuwa,Precious,,,10.000000:22,70.9,66.7,77.7,81.0,-6.8,-14.3,0.0,0.0,0.0,0.0,0.1,0.056,50.0,0.0,0.0,0.095,0.101,96.4,97.23,81.03,21,0.0
0022400974,1610612752,NYK,New York,1642278,Tyler Kolek,Tyler,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
