GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022500586,1610612766,CHA,Charlotte,1642851,Kon Knueppel,F,,32:33,4.66,2.67,3,9,12,33,0,0,20,4,5,6,0.833,2,4,0.5,0.7,1,1,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1628970,Miles Bridges,F,,33:05,3.92,2.29,4,8,11,45,0,0,28,4,0,2,0.0,9,11,0.818,0.692,2,2,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1631217,Moussa Diabaté,C,,30:08,4.31,2.3,8,8,16,37,0,0,27,2,3,3,1.0,1,2,0.5,0.8,4,4,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1641706,Brandon Miller,G,,39:32,4.29,3.02,3,3,6,75,0,1,50,5,1,4,0.25,8,15,0.533,0.474,2,5,0.4,0022500586
0022500586,1610612766,CHA,Charlotte,1630163,LaMelo Ball,G,,28:36,4.31,2.18,2,7,9,76,2,0,54,11,1,1,1.0,9,19,0.474,0.5,3,4,0.75,0022500586
0022500586,1610612766,CHA,Charlotte,1629012,Collin Sexton,,,13:58,4.3,1.09,0,0,0,35,1,0,24,3,1,1,1.0,2,5,0.4,0.5,1,1,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1642883,Sion James,,,16:50,4.37,1.32,4,7,9,36,0,0,24,2,3,6,0.5,1,4,0.25,0.4,1,1,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1641750,Ryan Kalkbrenner,,,15:13,4.36,1.18,5,8,13,22,0,0,13,1,1,3,0.333,3,3,1.0,0.667,2,4,0.5,0022500586
0022500586,1610612766,CHA,Charlotte,1629684,Grant Williams,,,13:25,4.09,0.99,1,7,8,12,0,0,10,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612766,CHA,Charlotte,1630182,Josh Green,,,13:39,4.37,1.08,1,3,4,18,0,0,14,2,0,0,0.0,0,2,0.0,0.0,1,1,1.0,0022500586
0022500586,1610612766,CHA,Charlotte,1626192,Pat Connaughton,,,1:30,3.6,0.1,0,1,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612766,CHA,Charlotte,1642275,Tidjane Salaün,,,1:30,3.2,0.09,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612766,CHA,Charlotte,1630544,Tre Mann,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,2544,LeBron James,F,,32:43,3.54,2.06,2,9,11,70,3,0,41,6,4,7,0.571,6,12,0.5,0.526,1,3,0.333,0022500586
0022500586,1610612747,LAL,Los Angeles,1631222,Jake LaRavia,F,,37:07,4.48,2.95,9,4,13,58,0,1,43,3,1,4,0.25,4,6,0.667,0.5,3,3,1.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1629028,Deandre Ayton,C,,31:46,3.88,2.15,3,9,12,42,0,0,30,1,6,9,0.667,0,1,0.0,0.6,5,5,1.0,0022500586
0022500586,1610612747,LAL,Los Angeles,203935,Marcus Smart,G,,32:10,3.73,2.13,1,9,10,50,0,0,38,3,2,3,0.667,1,6,0.167,0.333,0,1,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1629029,Luka Dončić,G,,35:38,3.79,2.4,1,5,6,79,0,0,50,4,5,9,0.556,10,17,0.588,0.577,3,3,1.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,,,17:39,4.22,1.33,0,3,3,15,0,0,11,1,0,0,0.0,1,4,0.25,0.25,3,5,0.6,0022500586
0022500586,1610612747,LAL,Los Angeles,1629216,Gabe Vincent,,,15:21,4.46,1.23,0,3,3,21,0,0,12,0,0,2,0.0,0,5,0.0,0.0,1,1,1.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,,,14:44,4.29,1.17,4,3,7,18,0,0,12,0,3,3,1.0,0,1,0.0,0.75,1,2,0.5,0022500586
0022500586,1610612747,LAL,Los Angeles,1641723,Kobe Bufkin,,,16:52,4.32,1.3,2,3,5,14,0,0,10,0,0,1,0.0,0,1,0.0,0.0,0,1,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1641733,Nick Smith Jr.,,,1:30,3.07,0.09,0,0,0,4,0,0,3,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1642261,Dalton Knecht,,,1:30,2.8,0.08,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1631166,Drew Timme,,,1:30,3.12,0.09,1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1642355,Bronny James,,,1:30,3.58,0.1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
0022500586,1610612747,LAL,Los Angeles,1628467,Maxi Kleber,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022500586
