GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,AST,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,FG_PCT,DFGM,DFGA,DFG_PCT,GAME_ID_CLEAN
0022400634,1610612743,DEN,Denver,1631128,Christian Braun,F,,26:11,4.47,2.05,4,4,8,33,1,0,24,3,2,5,0.4,2,3,0.667,0.5,6,7,0.857,0022400634
0022400634,1610612743,DEN,Denver,1629008,Michael Porter Jr.,F,,30:30,3.88,2.07,1,3,4,29,0,0,17,2,0,2,0.0,4,8,0.5,0.4,1,2,0.5,0022400634
0022400634,1610612743,DEN,Denver,203999,Nikola Jokić,C,,32:24,3.64,2.07,2,5,7,85,0,0,63,11,6,8,0.75,3,5,0.6,0.691,8,9,0.889,0022400634
0022400634,1610612743,DEN,Denver,201566,Russell Westbrook,G,,27:41,3.81,1.85,4,4,8,46,1,0,30,4,4,5,0.8,2,5,0.4,0.599,2,3,0.667,0022400634
0022400634,1610612743,DEN,Denver,1627750,Jamal Murray,G,,34:32,4.03,2.44,1,2,3,61,0,0,40,5,2,3,0.667,8,13,0.615,0.625,3,5,0.6,0022400634
0022400634,1610612743,DEN,Denver,203932,Aaron Gordon,,,24:38,3.74,1.62,2,4,6,32,0,0,18,2,2,4,0.5,3,6,0.5,0.5,2,2,1.0,0022400634
0022400634,1610612743,DEN,Denver,1631212,Peyton Watson,,,18:27,4.2,1.37,6,3,8,27,0,0,23,3,0,2,0.0,1,2,0.5,0.25,0,3,0.0,0022400634
0022400634,1610612743,DEN,Denver,1631124,Julian Strawther,,,18:16,4.22,1.36,1,3,4,30,1,0,21,1,0,2,0.0,1,5,0.2,0.142,1,1,1.0,0022400634
0022400634,1610612743,DEN,Denver,201599,DeAndre Jordan,,,5:49,3.6,0.36,4,2,6,9,0,0,7,0,2,2,1.0,0,0,0.0,1.0,0,1,0.0,0022400634
0022400634,1610612743,DEN,Denver,1630192,Zeke Nnaji,,,5:23,4.24,0.41,1,0,1,7,0,0,4,0,1,2,0.5,0,1,0.0,0.333,0,1,0.0,0022400634
0022400634,1610612743,DEN,Denver,1641790,PJ Hall,,,5:23,4.13,0.4,2,2,4,9,0,0,7,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022400634
0022400634,1610612743,DEN,Denver,1641816,Hunter Tyson,,,5:23,4.75,0.46,1,4,5,14,0,0,9,0,0,0,0.0,0,3,0.0,0.0,0,0,0.0,0022400634
0022400634,1610612743,DEN,Denver,1629618,Jalen Pickett,,,5:23,3.85,0.37,0,1,1,13,0,1,11,1,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0022400634
0022400634,1610612743,DEN,Denver,203967,Dario Šarić,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022400634
0022400634,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,F,,31:59,4.26,2.39,3,13,16,46,1,0,38,4,4,6,0.667,2,2,1.0,0.75,3,3,1.0,0022400634
0022400634,1610612750,MIN,Minnesota,203944,Julius Randle,F,,32:12,3.74,2.12,6,7,13,64,1,0,37,7,6,8,0.75,3,12,0.25,0.45,1,2,0.5,0022400634
0022400634,1610612750,MIN,Minnesota,203497,Rudy Gobert,C,,29:34,4.16,2.15,6,14,18,47,0,0,36,5,4,5,0.8,2,3,0.667,0.75,2,5,0.4,0022400634
0022400634,1610612750,MIN,Minnesota,1630162,Anthony Edwards,G,,33:20,3.96,2.32,1,2,3,72,3,0,44,9,5,6,0.833,9,17,0.529,0.608,1,2,0.5,0022400634
0022400634,1610612750,MIN,Minnesota,201144,Mike Conley,G,,22:37,4.22,1.67,0,2,2,43,1,0,39,5,0,0,0.0,3,3,1.0,1.0,2,2,1.0,0022400634
0022400634,1610612750,MIN,Minnesota,1629675,Naz Reid,,,25:20,3.74,1.67,3,3,6,40,0,0,28,4,4,6,0.667,1,3,0.333,0.556,4,7,0.571,0022400634
0022400634,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,,,21:24,4.43,1.67,0,3,3,44,1,0,37,0,0,0,0.0,4,7,0.571,0.57,3,3,1.0,0022400634
0022400634,1610612750,MIN,Minnesota,1642265,Rob Dillingham,,,19:57,4.45,1.57,2,3,5,55,1,1,38,4,0,2,0.0,4,7,0.571,0.444,0,0,0.0,0022400634
0022400634,1610612750,MIN,Minnesota,1631169,Josh Minott,,,10:16,4.37,0.78,1,3,4,10,0,0,6,0,0,1,0.0,1,2,0.5,0.333,1,1,1.0,0022400634
0022400634,1610612750,MIN,Minnesota,1641740,Jaylen Clark,,,4:27,4.67,0.37,0,0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0022400634
0022400634,1610612750,MIN,Minnesota,1630568,Luka Garza,,,4:27,4.8,0.38,2,2,4,7,0,0,5,0,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0022400634
0022400634,1610612750,MIN,Minnesota,1631159,Leonard Miller,,,4:27,4.62,0.36,1,2,2,9,0,0,6,0,0,0,0.0,0,2,0.0,0.0,1,1,1.0,0022400634
0022400634,1610612750,MIN,Minnesota,204060,Joe Ingles,,DNP - Coach's Decision,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0022400634
