GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022400982,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,F,,18:38,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,5.0,1.0,0.0,1.0,3.0,0.0,16.0
0022400982,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,F,,35:28,6.0,9.0,0.667,2.0,4.0,0.5,2.0,4.0,0.5,1.0,7.0,8.0,3.0,0.0,0.0,2.0,3.0,16.0,4.0
0022400982,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,C,,32:26,11.0,15.0,0.733,0.0,0.0,0.0,2.0,3.0,0.667,2.0,10.0,12.0,3.0,0.0,0.0,2.0,3.0,24.0,23.0
0022400982,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,G,,27:01,4.0,7.0,0.571,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,9.0,4.0
0022400982,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,33:35,11.0,27.0,0.407,0.0,5.0,0.0,9.0,11.0,0.818,1.0,1.0,2.0,8.0,0.0,1.0,1.0,1.0,31.0,8.0
0022400982,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,,6:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0022400982,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,,13:47,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,-6.0
0022400982,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,22:58,4.0,6.0,0.667,0.0,1.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,10.0,10.0
0022400982,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,29:39,6.0,12.0,0.5,5.0,9.0,0.556,2.0,2.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,19.0,4.0
0022400982,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,19:11,3.0,8.0,0.375,1.0,4.0,0.25,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,9.0,9.0
0022400982,1610612760,OKC,Oklahoma City,1641745,Adam Flagler,Adam,,,1:05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0022400982,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022400982,1610612749,MIL,Milwaukee,1628398,Kyle Kuzma,Kyle,F,,26:12,4.0,11.0,0.364,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,10.0,-12.0
0022400982,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,35:57,7.0,15.0,0.467,0.0,0.0,0.0,7.0,12.0,0.583,3.0,9.0,12.0,10.0,1.0,2.0,1.0,1.0,21.0,-13.0
0022400982,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,32:43,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,2.0,3.0,8.0,-11.0
0022400982,1610612749,MIL,Milwaukee,1627752,Taurean Prince,Taurean,G,,24:41,3.0,6.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,-15.0
0022400982,1610612749,MIL,Milwaukee,203081,Damian Lillard,Damian,G,,29:07,3.0,9.0,0.333,2.0,4.0,0.5,11.0,11.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,19.0,-15.0
0022400982,1610612749,MIL,Milwaukee,1629645,Kevin Porter Jr.,Kevin,,,18:33,3.0,9.0,0.333,3.0,4.0,0.75,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,11.0,5.0
0022400982,1610612749,MIL,Milwaukee,1629018,Gary Trent Jr.,Gary,,,25:10,4.0,11.0,0.364,3.0,9.0,0.333,1.0,2.0,0.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,12.0,-11.0
0022400982,1610612749,MIL,Milwaukee,1630579,Jericho Sims,Jericho,,,11:58,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
0022400982,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,,,18:39,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,8.0,-10.0
0022400982,1610612749,MIL,Milwaukee,1641748,Andre Jackson Jr.,Andre,,,4:37,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
0022400982,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,4:37,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0
0022400982,1610612749,MIL,Milwaukee,1631157,Ryan Rollins,Ryan,,,3:50,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0
0022400982,1610612749,MIL,Milwaukee,1641890,Tyler Smith,Tyler,,,1:58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
0022400982,1610612749,MIL,Milwaukee,1641753,Chris Livingston,Chris,,,1:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
0022400982,1610612749,MIL,Milwaukee,1631250,Pete Nance,Pete,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
